AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.imglink,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query,Answer.quest
Approved,71,9,The Nile River,Nile - Ancient History Encyclopedia,http://www.ancient.eu/nile/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Nile River_2.png,"<p>The worlds longest river, situated in Egypt, Nile streams 4,132 miles(6,650 kilometres) northward to the Mediterranean sea( and exceptionally surprising bearing for a stream to take).</p>","<p>The world’s longest river, located in Egypt, the Nile flows 4,132 miles (6,650 kilometres) northward to the Mediterranean Sea (a very unusual direction for a river to take).</p>",1,9|9,The Nile River,o
Approved,191,9,The Nile River,Nile - Ancient History Encyclopedia,http://www.ancient.eu/nile/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Nile River_2.png,"<p>The worlds longest river, situated in Egypt, Nile streams 4,132 miles(6,650 kilometres) northward to the Mediterranean sea( and exceptionally surprising bearing for a stream to take).</p>","<p>The world’s longest river, located in Egypt, the Nile flows 4,132 miles (6,650 kilometres) northward to the Mediterranean Sea (a very unusual direction for a river to take).</p>",2,9|9,The Nile River,o
Approved,31,9,The Nile River,Nile - Ancient History Encyclopedia,http://www.ancient.eu/nile/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Nile River_2.png,"<p>The worlds longest river, situated in Egypt, Nile streams 4,132 miles(6,650 kilometres) northward to the Mediterranean sea( and exceptionally surprising bearing for a stream to take).</p>","<p>The world’s longest river, located in Egypt, the Nile flows 4,132 miles (6,650 kilometres) northward to the Mediterranean Sea (a very unusual direction for a river to take).</p>",1,9|9,The Nile River,s
Rejected,58,9,The Nile River,Nile - Ancient History Encyclopedia,http://www.ancient.eu/nile/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Nile River_2.png,"<p>The worlds longest river, situated in Egypt, Nile streams 4,132 miles(6,650 kilometres) northward to the Mediterranean sea( and exceptionally surprising bearing for a stream to take).</p>","<p>The world’s longest river, located in Egypt, the Nile flows 4,132 miles (6,650 kilometres) northward to the Mediterranean Sea (a very unusual direction for a river to take).</p>",1,9|9,The Nile River,o
Approved,102,10,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree incorporates an African-American father from Kenya and a Caucasian mother from Kansas. His folks separated when Obama was only two years of age,and Obama just remember his father only once at Hawaii in 1971.</p>","<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>",g,10|10,Obama's family tree,o
Approved,190,10,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree incorporates an African-American father from Kenya and a Caucasian mother from Kansas. His folks separated when Obama was only two years of age,and Obama just remember his father only once at Hawaii in 1971.</p>","<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>",2,10|10,Obama's family tree,a
Approved,68,10,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree incorporates an African-American father from Kenya and a Caucasian mother from Kansas. His folks separated when Obama was only two years of age,and Obama just remember his father only once at Hawaii in 1971.</p>","<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>",1,10|10,Obama's family tree,o
Approved,93,10,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree incorporates an African-American father from Kenya and a Caucasian mother from Kansas. His folks separated when Obama was only two years of age,and Obama just remember his father only once at Hawaii in 1971.</p>","<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>",g,10|10,Obama's family tree,o
Approved,79,10,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree incorporates an African-American father from Kenya and a Caucasian mother from Kansas. His folks separated when Obama was only two years of age,and Obama just remember his father only once at Hawaii in 1971.</p>","<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>",2,10|10,Obama's family tree,o
Approved,198,11,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>","<p>Obama's family tree is composed of a black father from Kenya and a white mother from Kansas. They were divorced when he was a toddler, and the President only remembers ever seeing his dad a single time.</p>",1,11|11,Obama's family tree,s
Approved,32,11,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>","<p>Obama's family tree is composed of a black father from Kenya and a white mother from Kansas. They were divorced when he was a toddler, and the President only remembers ever seeing his dad a single time.</p>",1,11|11,Obama's family tree,s
Approved,65,11,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>","<p>Obama's family tree is composed of a black father from Kenya and a white mother from Kansas. They were divorced when he was a toddler, and the President only remembers ever seeing his dad a single time.</p>",2,11|11,Obama's family tree,s
Approved,103,11,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>","<p>Obama's family tree is composed of a black father from Kenya and a white mother from Kansas. They were divorced when he was a toddler, and the President only remembers ever seeing his dad a single time.</p>",g,11|11,Obama's family tree,o
Approved,91,11,Obama's family tree,Obama Genealogy - Barack Obama Family History,http://www.archives.com/genealogy/president-obama.html,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_0.png,"<p>The Barack Obama family tree includes an African-American father from Kenya and a Caucasian mother from Kansas. His parents separated when Obama was just two years old, and Obama only recalls seeing his father only once in Hawaii in 1971.</p>","<p>Obama's family tree is composed of a black father from Kenya and a white mother from Kansas. They were divorced when he was a toddler, and the President only remembers ever seeing his dad a single time.</p>",1,11|11,Obama's family tree,o
Approved,40,12,Obama's family tree,Barack Obama's Family Tree | Rosen Publishing,https://rosenpublishing.com/product/barack-obamas-family-tree,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_1.png,<p>This book takes a look at the fascinating and diverse family history of Barack Obama. Readers will learn about his Kansas-born mother and his father who was from Kenya.</p>,"<p>it's a book that explores Barack Obama's family history, including how his mother from Kansas and his Kenyan-born father came together.</p>",2,12|12,Obama's family tree,s
Approved,285,12,Obama's family tree,Barack Obama's Family Tree | Rosen Publishing,https://rosenpublishing.com/product/barack-obamas-family-tree,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_1.png,<p>This book takes a look at the fascinating and diverse family history of Barack Obama. Readers will learn about his Kansas-born mother and his father who was from Kenya.</p>,"<p>it's a book that explores Barack Obama's family history, including how his mother from Kansas and his Kenyan-born father came together.</p>",1,12|12,Obama's family tree,a
Approved,84,12,Obama's family tree,Barack Obama's Family Tree | Rosen Publishing,https://rosenpublishing.com/product/barack-obamas-family-tree,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_1.png,<p>This book takes a look at the fascinating and diverse family history of Barack Obama. Readers will learn about his Kansas-born mother and his father who was from Kenya.</p>,"<p>it's a book that explores Barack Obama's family history, including how his mother from Kansas and his Kenyan-born father came together.</p>",1,12|12,Obama's family tree,o
Approved,132,12,Obama's family tree,Barack Obama's Family Tree | Rosen Publishing,https://rosenpublishing.com/product/barack-obamas-family-tree,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_1.png,<p>This book takes a look at the fascinating and diverse family history of Barack Obama. Readers will learn about his Kansas-born mother and his father who was from Kenya.</p>,"<p>it's a book that explores Barack Obama's family history, including how his mother from Kansas and his Kenyan-born father came together.</p>",1,12|12,Obama's family tree,s
Approved,53,12,Obama's family tree,Barack Obama's Family Tree | Rosen Publishing,https://rosenpublishing.com/product/barack-obamas-family-tree,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Obama's family tree_1.png,<p>This book takes a look at the fascinating and diverse family history of Barack Obama. Readers will learn about his Kansas-born mother and his father who was from Kenya.</p>,"<p>it's a book that explores Barack Obama's family history, including how his mother from Kansas and his Kenyan-born father came together.</p>",1,12|12,Obama's family tree,o
